time,open,high,low,close,tick_volume,spread,real_volume
2022-02-01 01:00:00,88.467,88.572,88.442,88.512,212,40,0
2022-02-01 01:15:00,88.522,88.737,88.522,88.672,222,40,0
2022-02-01 01:30:00,88.677,88.722,88.622,88.722,163,40,0
2022-02-01 01:45:00,88.727,88.732,88.672,88.697,147,40,0
2022-02-01 02:00:00,88.702,88.717,88.612,88.682,168,40,0
2022-02-01 02:15:00,88.677,88.742,88.672,88.722,155,40,0
2022-02-01 02:30:00,88.737,88.752,88.702,88.732,118,40,0
2022-02-01 02:45:00,88.737,88.797,88.732,88.782,149,40,0
2022-02-01 03:00:00,88.792,88.871,88.747,88.757,313,40,0
2022-02-01 03:15:00,88.752,88.802,88.552,88.572,234,40,0
2022-02-01 03:30:00,88.582,88.622,88.532,88.622,271,40,0
2022-02-01 03:45:00,88.627,88.632,88.47,88.522,271,40,0
2022-02-01 04:00:00,88.532,88.658,88.532,88.632,224,40,0
2022-02-01 04:15:00,88.642,88.712,88.622,88.692,138,40,0
2022-02-01 04:30:00,88.702,88.702,88.607,88.617,128,40,0
2022-02-01 04:45:00,88.622,88.682,88.602,88.632,144,40,0
2022-02-01 05:00:00,88.627,88.647,88.582,88.612,132,40,0
2022-02-01 05:15:00,88.622,88.692,88.617,88.682,178,40,0
2022-02-01 05:30:00,88.692,88.692,88.606,88.662,264,40,0
2022-02-01 05:45:00,88.672,88.712,88.642,88.712,128,40,0
2022-02-01 06:00:00,88.732,88.742,88.682,88.702,141,40,0
2022-02-01 06:15:00,88.707,88.802,88.702,88.782,154,40,0
2022-02-01 06:30:00,88.787,88.802,88.762,88.762,119,40,0
2022-02-01 06:45:00,88.767,88.822,88.752,88.822,84,40,0
2022-02-01 07:00:00,88.812,88.852,88.787,88.822,163,40,0
2022-02-01 07:15:00,88.817,88.832,88.792,88.807,87,40,0
2022-02-01 07:30:00,88.802,88.822,88.772,88.802,128,40,0
2022-02-01 07:45:00,88.792,88.792,88.747,88.762,164,40,0
2022-02-01 08:00:00,88.772,88.822,88.702,88.737,153,40,0
2022-02-01 08:15:00,88.742,88.752,88.692,88.707,175,40,0
2022-02-01 08:30:00,88.712,88.732,88.631,88.642,176,40,0
2022-02-01 08:45:00,88.652,88.662,88.572,88.607,148,40,0
2022-02-01 09:00:00,88.602,88.741,88.572,88.67,302,40,0
2022-02-01 09:15:00,88.671,88.701,88.472,88.497,368,40,0
2022-02-01 09:30:00,88.497,88.528,88.399,88.411,320,41,0
2022-02-01 09:45:00,88.416,88.421,88.274,88.337,375,40,0
2022-02-01 10:00:00,88.332,88.703,88.332,88.656,727,44,0
2022-02-01 10:15:00,88.661,88.671,88.342,88.372,838,48,0
2022-02-01 10:30:00,88.382,88.675,88.377,88.567,628,48,0
2022-02-01 10:45:00,88.572,88.62,88.352,88.465,544,43,0
2022-02-01 11:00:00,88.45,88.45,88.178,88.282,725,44,0
2022-02-01 11:15:00,88.283,88.293,87.692,87.712,783,57,0
2022-02-01 11:30:00,87.702,87.762,87.342,87.502,1136,60,0
2022-02-01 11:45:00,87.507,87.582,87.372,87.503,865,56,0
2022-02-01 12:00:00,87.508,87.737,87.332,87.683,895,56,0
2022-02-01 12:15:00,87.673,87.762,87.552,87.733,717,57,0
2022-02-01 12:30:00,87.738,88.177,87.703,88.042,761,54,0
2022-02-01 12:45:00,88.052,88.29,88.052,88.254,621,44,0
2022-02-01 13:00:00,88.259,88.638,88.248,88.464,772,46,0
2022-02-01 13:15:00,88.474,88.484,88.293,88.324,641,49,0
2022-02-01 13:30:00,88.344,88.455,88.257,88.419,518,42,0
2022-02-01 13:45:00,88.419,88.489,88.152,88.152,528,42,0
2022-02-01 14:00:00,88.167,88.242,88.022,88.138,654,52,0
2022-02-01 14:15:00,88.143,88.163,87.807,87.882,643,44,0
2022-02-01 14:30:00,87.877,88.062,87.822,88.013,700,55,0
2022-02-01 14:45:00,88.008,88.09,87.976,88.007,569,45,0
2022-02-01 15:00:00,88.017,88.096,87.662,87.682,630,49,0
2022-02-01 15:15:00,87.687,88.072,87.672,87.877,744,45,0
2022-02-01 15:30:00,87.882,88.016,87.822,88.014,671,51,0
2022-02-01 15:45:00,88.004,88.044,87.487,87.527,792,55,0
2022-02-01 16:00:00,87.547,87.657,86.852,87.492,1507,60,0
2022-02-01 16:15:00,87.482,87.962,87.322,87.912,961,60,0
2022-02-01 16:30:00,87.907,87.922,87.352,87.467,1584,60,0
2022-02-01 16:45:00,87.462,87.892,87.457,87.847,1624,60,0
2022-02-01 17:00:00,87.852,88.472,87.652,88.457,1894,60,0
2022-02-01 17:15:00,88.462,88.527,88.122,88.252,1579,60,0
2022-02-01 17:30:00,88.257,88.542,88.247,88.452,1460,60,0
2022-02-01 17:45:00,88.447,88.612,88.327,88.532,1199,60,0
2022-02-01 18:00:00,88.522,88.972,88.522,88.942,1078,59,0
2022-02-01 18:15:00,88.947,89.162,88.682,88.737,1205,59,0
2022-02-01 18:30:00,88.742,88.817,88.162,88.172,1350,59,0
2022-02-01 18:45:00,88.167,88.292,87.692,88.242,1671,60,0
2022-02-01 19:00:00,88.252,88.312,88.127,88.152,1050,59,0
2022-02-01 19:15:00,88.142,88.187,88.002,88.032,727,57,0
2022-02-01 19:30:00,88.022,88.244,87.853,88.203,822,54,0
2022-02-01 19:45:00,88.213,88.343,88.154,88.342,707,51,0
2022-02-01 20:00:00,88.322,88.322,87.922,88.094,778,55,0
2022-02-01 20:15:00,88.084,88.115,87.904,87.949,586,51,0
2022-02-01 20:30:00,87.964,88.287,87.944,88.246,538,45,0
2022-02-01 20:45:00,88.256,88.295,88.155,88.206,547,44,0
2022-02-01 21:00:00,88.216,88.562,88.195,88.462,733,49,0
2022-02-01 21:15:00,88.467,88.542,88.062,88.512,1045,59,0
2022-02-01 21:30:00,88.517,88.592,88.214,88.215,621,54,0
2022-02-01 21:45:00,88.215,88.259,88.155,88.226,404,41,0
2022-02-01 22:00:00,88.221,88.525,88.221,88.461,443,40,0
2022-02-01 22:15:00,88.481,88.511,88.431,88.462,307,40,0
2022-02-01 22:30:00,88.472,88.552,88.462,88.53,235,40,0
2022-02-01 22:45:00,88.531,88.741,88.52,88.741,271,40,0
2022-02-01 23:00:00,88.731,88.741,88.627,88.632,158,40,0
2022-02-01 23:15:00,88.642,88.742,88.642,88.677,102,40,0
2022-02-01 23:30:00,88.672,88.701,88.468,88.617,231,40,0
2022-02-01 23:45:00,88.632,88.732,88.547,88.646,141,40,0
2022-02-02 01:00:00,88.641,88.646,88.556,88.586,221,40,0
2022-02-02 01:15:00,88.606,88.631,88.556,88.631,259,40,0
2022-02-02 01:30:00,88.616,88.661,88.591,88.646,146,40,0
2022-02-02 01:45:00,88.641,88.641,88.586,88.631,56,40,0
2022-02-02 02:00:00,88.626,88.815,88.621,88.741,244,40,0
2022-02-02 02:15:00,88.731,88.851,88.731,88.851,176,40,0
2022-02-02 02:30:00,88.841,88.921,88.816,88.831,168,40,0
2022-02-02 02:45:00,88.826,88.896,88.816,88.821,128,40,0
2022-02-02 03:00:00,88.831,88.981,88.781,88.921,293,40,0
2022-02-02 03:15:00,88.906,88.941,88.796,88.801,299,40,0
2022-02-02 03:30:00,88.811,88.846,88.725,88.751,223,40,0
2022-02-02 03:45:00,88.756,88.851,88.731,88.836,120,40,0
2022-02-02 04:00:00,88.831,88.861,88.791,88.801,75,40,0
2022-02-02 04:15:00,88.806,88.821,88.711,88.736,144,40,0
2022-02-02 04:30:00,88.741,88.741,88.611,88.621,117,40,0
2022-02-02 04:45:00,88.611,88.621,88.531,88.616,139,40,0
2022-02-02 05:00:00,88.611,88.641,88.571,88.641,95,40,0
2022-02-02 05:15:00,88.631,88.641,88.596,88.596,59,40,0
2022-02-02 05:30:00,88.601,88.661,88.596,88.656,73,40,0
2022-02-02 05:45:00,88.661,88.671,88.641,88.671,47,40,0
2022-02-02 06:00:00,88.666,88.751,88.666,88.711,108,40,0
2022-02-02 06:15:00,88.701,88.746,88.701,88.711,81,40,0
2022-02-02 06:30:00,88.731,88.771,88.731,88.761,70,40,0
2022-02-02 06:45:00,88.751,88.821,88.751,88.801,71,40,0
2022-02-02 07:00:00,88.806,88.821,88.771,88.791,97,40,0
2022-02-02 07:15:00,88.781,88.826,88.761,88.821,100,40,0
2022-02-02 07:30:00,88.831,88.855,88.781,88.82,162,40,0
2022-02-02 07:45:00,88.815,88.841,88.731,88.751,158,40,0
2022-02-02 08:00:00,88.756,88.791,88.721,88.751,194,40,0
2022-02-02 08:15:00,88.731,88.77,88.681,88.711,176,40,0
2022-02-02 08:30:00,88.701,88.731,88.631,88.656,216,40,0
2022-02-02 08:45:00,88.651,88.676,88.611,88.631,183,40,0
2022-02-02 09:00:00,88.621,88.771,88.57,88.767,324,40,0
2022-02-02 09:15:00,88.762,88.788,88.67,88.751,332,40,0
2022-02-02 09:30:00,88.741,88.821,88.585,88.62,401,40,0
2022-02-02 09:45:00,88.615,88.62,88.496,88.59,391,40,0
2022-02-02 10:00:00,88.6,88.665,88.387,88.427,745,42,0
2022-02-02 10:15:00,88.432,88.511,88.231,88.281,725,51,0
2022-02-02 10:30:00,88.286,88.577,88.261,88.558,607,46,0
2022-02-02 10:45:00,88.553,88.743,88.489,88.673,572,43,0
2022-02-02 11:00:00,88.683,88.878,88.623,88.855,592,44,0
2022-02-02 11:15:00,88.86,88.987,88.787,88.832,563,44,0
2022-02-02 11:30:00,88.837,89.058,88.815,88.845,466,43,0
2022-02-02 11:45:00,88.84,88.858,88.491,88.491,551,43,0
2022-02-02 12:00:00,88.501,88.641,88.231,88.621,787,60,0
2022-02-02 12:15:00,88.611,88.774,88.571,88.69,515,42,0
2022-02-02 12:30:00,88.685,88.826,88.66,88.787,436,42,0
2022-02-02 12:45:00,88.777,88.869,88.665,88.764,415,41,0
2022-02-02 13:00:00,88.769,88.769,88.595,88.609,360,43,0
2022-02-02 13:15:00,88.619,88.64,88.256,88.256,355,41,0
2022-02-02 13:30:00,88.266,88.433,88.141,88.367,644,47,0
2022-02-02 13:45:00,88.368,88.557,88.347,88.53,464,44,0
2022-02-02 14:00:00,88.525,88.618,88.456,88.485,401,41,0
2022-02-02 14:15:00,88.49,88.497,88.322,88.397,510,42,0
2022-02-02 14:30:00,88.392,88.635,88.376,88.583,562,47,0
2022-02-02 14:45:00,88.578,89.516,88.552,89.496,1049,56,0
2022-02-02 15:00:00,89.501,89.996,89.471,89.706,1433,60,0
2022-02-02 15:15:00,89.716,89.811,89.501,89.561,976,60,0
