time,open,high,low,close,tick_volume,spread,real_volume
2020-12-01 01:00:00,26472.0,26510.0,26471.0,26486.0,133,8,0
2020-12-01 01:15:00,26485.0,26485.0,26453.0,26476.0,68,8,0
2020-12-01 01:30:00,26479.0,26554.0,26456.0,26548.0,297,8,0
2020-12-01 01:45:00,26539.0,26629.0,26534.0,26626.0,457,8,0
2020-12-01 02:00:00,26622.0,26704.0,26622.0,26680.0,821,8,0
2020-12-01 02:15:00,26681.0,26691.0,26644.0,26659.0,572,8,0
2020-12-01 02:30:00,26660.0,26694.0,26644.0,26683.0,501,8,0
2020-12-01 02:45:00,26685.0,26786.0,26671.0,26769.0,483,8,0
2020-12-01 03:00:00,26771.0,26816.0,26751.0,26804.0,752,8,0
2020-12-01 03:15:00,26800.0,26827.0,26775.0,26805.0,661,8,0
2020-12-01 03:30:00,26805.0,26810.0,26770.0,26772.0,701,8,0
2020-12-01 03:45:00,26772.0,26798.0,26770.0,26798.0,576,8,0
2020-12-01 04:00:00,26798.0,26825.0,26787.0,26808.0,667,8,0
2020-12-01 04:15:00,26809.0,26825.0,26798.0,26816.0,511,8,0
2020-12-01 04:30:00,26817.0,26827.0,26730.0,26800.0,602,8,0
2020-12-01 04:45:00,26799.0,26820.0,26794.0,26794.0,476,8,0
2020-12-01 05:00:00,26794.0,26815.0,26793.0,26815.0,382,8,0
2020-12-01 05:15:00,26816.0,26860.0,26816.0,26835.0,406,8,0
2020-12-01 05:30:00,26834.0,26849.0,26803.0,26814.0,584,8,0
2020-12-01 05:45:00,26816.0,26823.0,26772.0,26818.0,476,8,0
2020-12-01 06:00:00,26820.0,26828.0,26816.0,26818.0,263,8,0
2020-12-01 06:15:00,26817.0,26845.0,26801.0,26803.0,281,8,0
2020-12-01 06:30:00,26804.0,26808.0,26775.0,26803.0,357,8,0
2020-12-01 06:45:00,26803.0,26803.0,26760.0,26770.0,296,8,0
2020-12-01 07:00:00,26773.0,26781.0,26738.0,26779.0,596,8,0
2020-12-01 07:15:00,26780.0,26808.0,26767.0,26770.0,512,8,0
2020-12-01 07:30:00,26768.0,26808.0,26763.0,26803.0,548,8,0
2020-12-01 07:45:00,26804.0,26810.0,26785.0,26797.0,644,8,0
2020-12-01 08:00:00,26793.0,26830.0,26770.0,26793.0,431,8,0
2020-12-01 08:15:00,26789.0,26789.0,26757.0,26777.0,57,15,0
2020-12-01 08:30:00,26772.0,26777.0,26762.0,26762.0,32,15,0
2020-12-01 08:45:00,26764.0,26782.0,26764.0,26777.0,53,15,0
2020-12-01 09:00:00,26782.0,26809.0,26767.0,26772.0,116,15,0
2020-12-01 09:15:00,26769.0,26782.0,26764.0,26777.0,67,15,0
2020-12-01 09:30:00,26780.0,26790.0,26760.0,26770.0,197,8,0
2020-12-01 09:45:00,26768.0,26775.0,26728.0,26740.0,127,8,0
2020-12-01 10:00:00,26735.0,26750.0,26700.0,26705.0,337,8,0
2020-12-01 10:15:00,26700.0,26770.0,26685.0,26765.0,301,8,0
2020-12-01 10:30:00,26760.0,26805.0,26755.0,26800.0,235,8,0
2020-12-01 10:45:00,26798.0,26803.0,26785.0,26790.0,177,8,0
2020-12-01 11:00:00,26795.0,26820.0,26790.0,26815.0,158,8,0
2020-12-01 11:15:00,26825.0,26880.0,26818.0,26875.0,165,8,0
2020-12-01 11:30:00,26870.0,26873.0,26835.0,26855.0,255,8,0
2020-12-01 11:45:00,26857.0,26870.0,26850.0,26865.0,338,8,0
2020-12-01 12:00:00,26864.0,26875.0,26860.0,26870.0,283,8,0
2020-12-01 12:15:00,26873.0,26925.0,26865.0,26920.0,232,8,0
2020-12-01 12:30:00,26919.0,26925.0,26880.0,26890.0,316,8,0
2020-12-01 12:45:00,26891.0,26928.0,26891.0,26928.0,249,8,0
2020-12-01 13:00:00,26925.0,26930.0,26905.0,26910.0,187,8,0
2020-12-01 13:15:00,26910.0,26950.0,26905.0,26930.0,221,8,0
2020-12-01 13:30:00,26931.0,26938.0,26918.0,26920.0,215,8,0
2020-12-01 13:45:00,26925.0,26925.0,26900.0,26903.0,234,8,0
2020-12-01 14:00:00,26900.0,26905.0,26878.0,26895.0,262,8,0
2020-12-01 14:15:00,26892.0,26895.0,26880.0,26880.0,150,8,0
2020-12-01 14:30:00,26883.0,26900.0,26880.0,26895.0,151,8,0
2020-12-01 14:45:00,26896.0,26905.0,26880.0,26888.0,253,8,0
2020-12-01 15:00:00,26890.0,26900.0,26880.0,26885.0,322,8,0
2020-12-01 15:15:00,26885.0,26886.0,26865.0,26865.0,289,8,0
2020-12-01 15:30:00,26870.0,26890.0,26857.0,26887.0,290,8,0
2020-12-01 15:45:00,26888.0,26910.0,26887.0,26903.0,256,8,0
2020-12-01 16:00:00,26901.0,26905.0,26888.0,26895.0,257,8,0
2020-12-01 16:15:00,26894.0,26900.0,26880.0,26885.0,293,8,0
2020-12-01 16:30:00,26890.0,26903.0,26854.0,26895.0,664,8,0
2020-12-01 16:45:00,26897.0,26925.0,26886.0,26911.0,625,8,0
2020-12-01 17:00:00,26911.0,26930.0,26900.0,26908.0,730,8,0
2020-12-01 17:15:00,26910.0,26933.0,26899.0,26927.0,592,8,0
2020-12-01 17:30:00,26927.0,26930.0,26880.0,26890.0,507,8,0
2020-12-01 17:45:00,26886.0,26903.0,26880.0,26894.0,642,8,0
2020-12-01 18:00:00,26894.0,26935.0,26894.0,26927.0,224,8,0
2020-12-01 18:15:00,26929.0,26940.0,26920.0,26935.0,225,8,0
2020-12-01 18:30:00,26937.0,26963.0,26909.0,26916.0,739,8,0
2020-12-01 18:45:00,26918.0,26920.0,26890.0,26895.0,525,8,0
2020-12-01 19:00:00,26892.0,26939.0,26890.0,26920.0,392,8,0
2020-12-01 19:15:00,26920.0,26925.0,26905.0,26920.0,238,8,0
2020-12-01 19:30:00,26920.0,26929.0,26905.0,26910.0,383,8,0
2020-12-01 19:45:00,26908.0,26932.0,26905.0,26918.0,419,8,0
2020-12-01 20:00:00,26919.0,26923.0,26910.0,26920.0,191,8,0
2020-12-01 20:15:00,26919.0,26925.0,26910.0,26925.0,219,8,0
2020-12-01 20:30:00,26924.0,26934.0,26918.0,26930.0,205,8,0
2020-12-01 20:45:00,26928.0,26934.0,26915.0,26930.0,133,8,0
2020-12-01 21:00:00,26927.0,26945.0,26926.0,26930.0,189,8,0
2020-12-01 21:15:00,26931.0,26940.0,26905.0,26915.0,293,8,0
2020-12-01 21:30:00,26913.0,26950.0,26900.0,26940.0,425,8,0
2020-12-01 21:45:00,26942.0,26945.0,26898.0,26900.0,407,8,0
2020-12-01 22:00:00,26905.0,26905.0,26845.0,26858.0,526,8,0
2020-12-01 22:15:00,26857.0,26880.0,26828.0,26873.0,416,8,0
2020-12-01 22:30:00,26875.0,26880.0,26853.0,26865.0,327,8,0
2020-12-01 22:45:00,26861.0,26920.0,26851.0,26900.0,419,8,0
2020-12-01 23:00:00,26902.0,26910.0,26873.0,26876.0,269,8,0
2020-12-01 23:15:00,26876.0,26895.0,26876.0,26895.0,10,8,0
2020-12-01 23:30:00,26895.0,26906.0,26879.0,26887.0,69,8,0
2020-12-01 23:45:00,26885.0,26893.0,26878.0,26880.0,60,8,0
2020-12-02 01:00:00,26891.0,26901.0,26864.0,26876.0,89,8,0
2020-12-02 01:15:00,26874.0,26874.0,26853.0,26867.0,111,8,0
2020-12-02 01:30:00,26868.0,26868.0,26820.0,26831.0,171,8,0
2020-12-02 01:45:00,26838.0,26916.0,26831.0,26873.0,407,8,0
2020-12-02 02:00:00,26867.0,26874.0,26728.0,26763.0,934,8,0
2020-12-02 02:15:00,26761.0,26833.0,26758.0,26818.0,633,8,0
2020-12-02 02:30:00,26818.0,26853.0,26767.0,26778.0,579,8,0
2020-12-02 02:45:00,26777.0,26810.0,26753.0,26753.0,425,8,0
2020-12-02 03:00:00,26751.0,26751.0,26679.0,26697.0,932,8,0
2020-12-02 03:15:00,26702.0,26744.0,26701.0,26743.0,623,8,0
2020-12-02 03:30:00,26742.0,26745.0,26706.0,26729.0,741,8,0
2020-12-02 03:45:00,26730.0,26768.0,26721.0,26743.0,731,8,0
2020-12-02 04:00:00,26743.0,26775.0,26716.0,26735.0,619,8,0
2020-12-02 04:15:00,26733.0,26768.0,26713.0,26753.0,534,8,0
2020-12-02 04:30:00,26753.0,26813.0,26741.0,26807.0,509,8,0
2020-12-02 04:45:00,26808.0,26813.0,26797.0,26801.0,475,8,0
2020-12-02 05:00:00,26803.0,26829.0,26786.0,26828.0,379,8,0
2020-12-02 05:15:00,26829.0,26831.0,26801.0,26801.0,280,8,0
2020-12-02 05:30:00,26803.0,26833.0,26792.0,26795.0,541,8,0
2020-12-02 05:45:00,26794.0,26811.0,26781.0,26798.0,395,8,0
2020-12-02 06:00:00,26800.0,26818.0,26786.0,26813.0,310,8,0
2020-12-02 06:15:00,26813.0,26823.0,26800.0,26816.0,281,8,0
2020-12-02 06:30:00,26817.0,26838.0,26816.0,26828.0,311,8,0
2020-12-02 06:45:00,26828.0,26831.0,26797.0,26811.0,225,8,0
2020-12-02 07:00:00,26809.0,26818.0,26790.0,26811.0,475,8,0
2020-12-02 07:15:00,26813.0,26825.0,26808.0,26821.0,397,8,0
2020-12-02 07:30:00,26823.0,26853.0,26814.0,26846.0,371,8,0
2020-12-02 07:45:00,26848.0,26856.0,26756.0,26773.0,591,8,0
2020-12-02 08:00:00,26776.0,26836.0,26776.0,26831.0,571,8,0
2020-12-02 08:15:00,26827.0,26835.0,26817.0,26832.0,46,15,0
2020-12-02 08:30:00,26830.0,26832.0,26822.0,26832.0,12,15,0
2020-12-02 08:45:00,26837.0,26857.0,26827.0,26855.0,54,15,0
2020-12-02 09:00:00,26852.0,26872.0,26845.0,26867.0,121,15,0
2020-12-02 09:15:00,26872.0,26882.0,26852.0,26872.0,99,15,0
2020-12-02 09:30:00,26876.0,26891.0,26861.0,26866.0,136,8,0
2020-12-02 09:45:00,26863.0,26876.0,26856.0,26861.0,127,8,0
2020-12-02 10:00:00,26858.0,26858.0,26796.0,26816.0,338,8,0
2020-12-02 10:15:00,26818.0,26841.0,26801.0,26806.0,222,8,0
2020-12-02 10:30:00,26803.0,26828.0,26781.0,26823.0,259,8,0
2020-12-02 10:45:00,26821.0,26841.0,26806.0,26836.0,179,8,0
2020-12-02 11:00:00,26833.0,26856.0,26831.0,26841.0,179,8,0
2020-12-02 11:15:00,26846.0,26878.0,26841.0,26858.0,184,8,0
2020-12-02 11:30:00,26861.0,26878.0,26846.0,26851.0,164,8,0
2020-12-02 11:45:00,26851.0,26861.0,26831.0,26834.0,270,8,0
2020-12-02 12:00:00,26835.0,26841.0,26826.0,26840.0,248,8,0
2020-12-02 12:15:00,26839.0,26841.0,26816.0,26826.0,304,8,0
2020-12-02 12:30:00,26825.0,26836.0,26822.0,26826.0,218,8,0
2020-12-02 12:45:00,26826.0,26846.0,26816.0,26846.0,237,8,0
2020-12-02 13:00:00,26843.0,26843.0,26798.0,26800.0,165,8,0
2020-12-02 13:15:00,26799.0,26811.0,26796.0,26806.0,211,8,0
2020-12-02 13:30:00,26804.0,26811.0,26797.0,26801.0,164,8,0
2020-12-02 13:45:00,26802.0,26811.0,26782.0,26811.0,308,8,0
2020-12-02 14:00:00,26808.0,26811.0,26791.0,26794.0,250,8,0
2020-12-02 14:15:00,26793.0,26806.0,26781.0,26785.0,297,8,0
2020-12-02 14:30:00,26786.0,26786.0,26736.0,26746.0,294,8,0
2020-12-02 14:45:00,26748.0,26766.0,26748.0,26756.0,302,8,0
2020-12-02 15:00:00,26756.0,26786.0,26736.0,26776.0,263,8,0
2020-12-02 15:15:00,26772.0,26786.0,26759.0,26776.0,496,8,0
2020-12-02 15:30:00,26778.0,26789.0,26756.0,26775.0,407,8,0
2020-12-02 15:45:00,26774.0,26776.0,26756.0,26765.0,297,8,0
2020-12-02 16:00:00,26761.0,26771.0,26753.0,26766.0,287,8,0
2020-12-02 16:15:00,26764.0,26765.0,26736.0,26749.0,253,8,0
2020-12-02 16:30:00,26751.0,26786.0,26716.0,26758.0,933,8,0
2020-12-02 16:45:00,26759.0,26801.0,26746.0,26796.0,775,8,0
2020-12-02 17:00:00,26795.0,26803.0,26781.0,26787.0,729,8,0
2020-12-02 17:15:00,26787.0,26813.0,26781.0,26806.0,485,8,0
2020-12-02 17:30:00,26804.0,26826.0,26796.0,26821.0,456,8,0
2020-12-02 17:45:00,26819.0,26826.0,26791.0,26826.0,488,8,0
2020-12-02 18:00:00,26827.0,26846.0,26827.0,26841.0,254,8,0
